CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,TotalAmount,Country,TrueSegment
10010,700105,2023-12-29,2,55.27,110.54,India,Loyal_High_Value
10010,700106,2023-12-03,2,63.36,126.72,India,Loyal_High_Value
10011,700107,2023-12-29,3,88.98,266.94,India,Loyal_High_Value
10011,700108,2023-12-10,3,115.1,345.3,India,Loyal_High_Value
10011,700109,2023-12-18,3,93.05,279.15,India,Loyal_High_Value
10011,700110,2023-12-10,4,59.81,239.24,India,Loyal_High_Value
10011,700111,2023-12-05,3,111.42,334.26,India,Loyal_High_Value
10011,700112,2023-12-15,2,59.56,119.12,India,Loyal_High_Value
10011,700113,2023-12-10,4,70.55,282.2,India,Loyal_High_Value
10011,700114,2023-12-09,3,106.71,320.13,India,Loyal_High_Value
10012,700115,2023-12-08,2,55.71,111.42,India,Loyal_High_Value
10012,700116,2023-12-25,2,93.95,187.9,India,Loyal_High_Value
10012,700117,2023-12-12,2,54.97,109.94,India,Loyal_High_Value
10012,700118,2023-12-18,3,112.3,336.9,India,Loyal_High_Value
10012,700119,2023-12-09,4,76.29,305.16,India,Loyal_High_Value
10012,700120,2023-12-30,4,97.04,388.16,India,Loyal_High_Value
10012,700121,2023-12-13,2,60.85,121.7,India,Loyal_High_Value
10012,700122,2023-12-03,3,91.36,274.08,India,Loyal_High_Value
10013,700123,2023-12-15,3,107.58,322.74,India,Loyal_High_Value
10013,700124,2023-12-10,4,58.89,235.56,India,Loyal_High_Value
10013,700125,2023-12-31,2,69.01,138.02,India,Loyal_High_Value
10013,700126,2023-12-20,2,82.01,164.02,India,Loyal_High_Value
10013,700127,2023-12-26,2,63.61,127.22,India,Loyal_High_Value
10013,700128,2023-12-17,4,94.62,378.48,India,Loyal_High_Value
10013,700129,2023-12-12,2,117.87,235.74,India,Loyal_High_Value
10013,700130,2023-12-22,3,52.87,158.61,India,Loyal_High_Value
10013,700131,2023-12-08,4,80.35,321.4,India,Loyal_High_Value
10013,700132,2023-12-06,4,67.56,270.24,India,Loyal_High_Value
10013,700133,2023-12-06,2,55.66,111.32,India,Loyal_High_Value
10013,700134,2023-12-23,2,54.07,108.14,India,Loyal_High_Value
10013,700135,2023-12-06,2,80.96,161.92,India,Loyal_High_Value
10014,700136,2023-12-10,2,96.21,192.42,India,Loyal_High_Value
10014,700137,2023-12-11,2,116.84,233.68,India,Loyal_High_Value
10014,700138,2023-12-25,4,80.5,322.0,India,Loyal_High_Value
10014,700139,2023-12-03,4,53.34,213.36,India,Loyal_High_Value
10014,700140,2023-12-06,4,103.05,412.2,India,Loyal_High_Value
10014,700141,2023-12-07,2,58.13,116.26,India,Loyal_High_Value
10014,700142,2023-12-27,4,52.85,211.4,India,Loyal_High_Value
10014,700143,2023-12-18,3,99.26,297.78,India,Loyal_High_Value
10014,700144,2023-12-20,3,103.44,310.32,India,Loyal_High_Value
10014,700145,2023-12-11,4,74.24,296.96,India,Loyal_High_Value
10014,700146,2023-12-27,4,53.36,213.44,India,Loyal_High_Value
10014,700147,2023-12-10,2,112.07,224.14,India,Loyal_High_Value
10014,700148,2023-12-12,4,51.07,204.28,India,Loyal_High_Value
10015,700149,2023-12-06,2,87.76,175.52,India,Loyal_High_Value
10015,700150,2023-12-19,4,116.1,464.4,India,Loyal_High_Value
10015,700151,2023-12-04,4,106.07,424.28,India,Loyal_High_Value
10015,700152,2023-12-20,3,90.14,270.42,India,Loyal_High_Value
10015,700153,2023-12-31,2,106.78,213.56,India,Loyal_High_Value
10015,700154,2023-12-21,2,93.82,187.64,India,Loyal_High_Value
10015,700155,2023-12-31,2,95.6,191.2,India,Loyal_High_Value
10015,700156,2023-12-21,2,54.86,109.72,India,Loyal_High_Value
10015,700157,2023-12-18,3,52.73,158.19,India,Loyal_High_Value
10015,700158,2023-12-14,4,73.56,294.24,India,Loyal_High_Value
10016,700159,2023-12-24,2,109.14,218.28,India,Loyal_High_Value
10016,700160,2023-12-06,3,107.01,321.03,India,Loyal_High_Value
10016,700161,2023-12-23,4,58.27,233.08,India,Loyal_High_Value
10016,700162,2023-12-11,3,94.03,282.09,India,Loyal_High_Value
10016,700163,2023-12-03,2,106.24,212.48,India,Loyal_High_Value
10016,700164,2023-12-07,3,79.64,238.92,India,Loyal_High_Value
10016,700165,2023-12-08,4,119.34,477.36,India,Loyal_High_Value
10016,700166,2023-12-16,3,67.5,202.5,India,Loyal_High_Value
10016,700167,2023-12-08,4,115.15,460.6,India,Loyal_High_Value
10017,700168,2023-12-20,2,97.59,195.18,India,Loyal_High_Value
10017,700169,2023-12-09,2,66.68,133.36,India,Loyal_High_Value
10017,700170,2023-12-15,2,85.37,170.74,India,Loyal_High_Value
10017,700171,2023-12-16,2,72.4,144.8,India,Loyal_High_Value
10017,700172,2023-12-05,4,77.24,308.96,India,Loyal_High_Value
10017,700173,2023-12-20,2,113.38,226.76,India,Loyal_High_Value
10017,700174,2023-12-20,2,72.35,144.7,India,Loyal_High_Value
10017,700175,2023-12-18,4,116.54,466.16,India,Loyal_High_Value
10017,700176,2023-12-13,3,94.23,282.69,India,Loyal_High_Value
10017,700177,2023-12-11,2,70.52,141.04,India,Loyal_High_Value
10017,700178,2023-12-07,4,64.89,259.56,India,Loyal_High_Value
10017,700179,2023-12-11,4,104.69,418.76,India,Loyal_High_Value
10018,700180,2023-12-19,2,84.61,169.22,India,Loyal_High_Value
10018,700181,2023-12-25,3,88.47,265.41,India,Loyal_High_Value
10018,700182,2023-12-27,4,112.14,448.56,India,Loyal_High_Value
10018,700183,2023-12-21,4,58.19,232.76,India,Loyal_High_Value
10018,700184,2023-12-20,2,103.31,206.62,India,Loyal_High_Value
10018,700185,2023-12-20,2,57.08,114.16,India,Loyal_High_Value
10018,700186,2023-12-25,3,99.07,297.21,India,Loyal_High_Value
10018,700187,2023-12-22,2,107.53,215.06,India,Loyal_High_Value
10018,700188,2023-12-06,3,55.69,167.07,India,Loyal_High_Value
10018,700189,2023-12-27,3,119.06,357.18,India,Loyal_High_Value
10018,700190,2023-12-16,2,75.94,151.88,India,Loyal_High_Value
10018,700191,2023-12-12,2,116.31,232.62,India,Loyal_High_Value
10018,700192,2023-12-07,2,102.74,205.48,India,Loyal_High_Value
10018,700193,2023-12-26,4,83.72,334.88,India,Loyal_High_Value
10019,700194,2023-12-10,4,79.7,318.8,India,Loyal_High_Value
10019,700195,2023-12-06,4,57.78,231.12,India,Loyal_High_Value
10019,700196,2023-12-29,2,50.79,101.58,India,Loyal_High_Value
10019,700197,2023-12-04,3,53.94,161.82,India,Loyal_High_Value
10019,700198,2023-12-04,2,107.6,215.2,India,Loyal_High_Value
10019,700199,2023-12-25,2,97.67,195.34,India,Loyal_High_Value
10019,700200,2023-12-04,3,78.02,234.06,India,Loyal_High_Value
10019,700201,2023-12-04,2,55.8,111.6,India,Loyal_High_Value
10019,700202,2023-12-31,3,80.54,241.62,India,Loyal_High_Value
10019,700203,2023-12-06,2,117.89,235.78,India,Loyal_High_Value
10019,700204,2023-12-03,4,112.38,449.52,India,Loyal_High_Value
10020,700205,2023-12-11,4,114.34,457.36,India,Loyal_High_Value
10020,700206,2023-12-28,4,98.68,394.72,India,Loyal_High_Value
10020,700207,2023-12-07,3,61.64,184.92,India,Loyal_High_Value
10020,700208,2023-12-15,3,70.61,211.83,India,Loyal_High_Value
10020,700209,2023-12-31,2,98.78,197.56,India,Loyal_High_Value
10020,700210,2023-12-29,4,53.18,212.72,India,Loyal_High_Value
10020,700211,2023-12-20,3,116.53,349.59,India,Loyal_High_Value
10020,700212,2023-12-24,3,81.9,245.7,India,Loyal_High_Value
10020,700213,2023-12-04,2,69.42,138.84,India,Loyal_High_Value
10020,700214,2023-12-04,3,77.18,231.54,India,Loyal_High_Value
10020,700215,2023-12-04,3,68.62,205.86,India,Loyal_High_Value
10020,700216,2023-12-27,2,68.2,136.4,India,Loyal_High_Value
10020,700217,2023-12-05,3,52.26,156.78,India,Loyal_High_Value
10021,700218,2023-12-31,2,106.97,213.94,India,Loyal_High_Value
10021,700219,2023-12-04,2,59.32,118.64,India,Loyal_High_Value
10021,700220,2023-12-29,2,115.84,231.68,India,Loyal_High_Value
10021,700221,2023-12-13,2,92.94,185.88,India,Loyal_High_Value
10021,700222,2023-12-30,3,115.29,345.87,India,Loyal_High_Value
10021,700223,2023-12-14,4,53.17,212.68,India,Loyal_High_Value
10021,700224,2023-12-09,2,104.43,208.86,India,Loyal_High_Value
10021,700225,2023-12-14,4,60.53,242.12,India,Loyal_High_Value
10022,700226,2023-12-06,4,77.51,310.04,India,Loyal_High_Value
10022,700227,2023-12-05,4,89.84,359.36,India,Loyal_High_Value
10022,700228,2023-12-31,3,52.58,157.74,India,Loyal_High_Value
10022,700229,2023-12-31,2,53.95,107.9,India,Loyal_High_Value
10022,700230,2023-12-26,2,87.4,174.8,India,Loyal_High_Value
10022,700231,2023-12-27,3,113.92,341.76,India,Loyal_High_Value
10022,700232,2023-12-09,2,100.83,201.66,India,Loyal_High_Value
10022,700233,2023-12-22,3,76.45,229.35,India,Loyal_High_Value
10022,700234,2023-12-11,3,64.35,193.05,India,Loyal_High_Value
10022,700235,2023-12-31,4,69.23,276.92,India,Loyal_High_Value
10022,700236,2023-12-28,3,111.48,334.44,India,Loyal_High_Value
10022,700237,2023-12-24,3,75.07,225.21,India,Loyal_High_Value
10023,700238,2023-12-06,3,86.42,259.26,India,Loyal_High_Value
10023,700239,2023-12-10,4,86.41,345.64,India,Loyal_High_Value
10023,700240,2023-12-20,2,88.63,177.26,India,Loyal_High_Value
10023,700241,2023-12-27,3,111.37,334.11,India,Loyal_High_Value
10023,700242,2023-12-07,2,59.38,118.76,India,Loyal_High_Value
10023,700243,2023-12-17,4,102.86,411.44,India,Loyal_High_Value
10023,700244,2023-12-11,3,99.29,297.87,India,Loyal_High_Value
10023,700245,2023-12-13,4,59.55,238.2,India,Loyal_High_Value
10023,700246,2023-12-04,3,74.54,223.62,India,Loyal_High_Value
10023,700247,2023-12-30,3,77.46,232.38,India,Loyal_High_Value
10023,700248,2023-12-05,4,113.29,453.16,India,Loyal_High_Value
10023,700249,2023-12-12,2,85.98,171.96,India,Loyal_High_Value
10023,700250,2023-12-08,4,77.76,311.04,India,Loyal_High_Value
10023,700251,2023-12-09,3,110.37,331.11,India,Loyal_High_Value
10024,700252,2023-12-03,3,114.86,344.58,India,Loyal_High_Value
10024,700253,2023-12-22,2,68.08,136.16,India,Loyal_High_Value
10024,700254,2023-12-08,2,118.6,237.2,India,Loyal_High_Value
10024,700255,2023-12-11,3,73.01,219.03,India,Loyal_High_Value
10024,700256,2023-12-21,4,66.81,267.24,India,Loyal_High_Value
10024,700257,2023-12-13,4,59.02,236.08,India,Loyal_High_Value
10024,700258,2023-12-09,4,78.02,312.08,India,Loyal_High_Value
10024,700259,2023-12-16,2,112.78,225.56,India,Loyal_High_Value
10024,700260,2023-12-29,4,96.73,386.92,India,Loyal_High_Value
10024,700261,2023-12-14,2,63.46,126.92,India,Loyal_High_Value
10024,700262,2023-12-13,2,61.83,123.66,India,Loyal_High_Value
10024,700263,2023-12-04,3,62.39,187.17,India,Loyal_High_Value
10025,700264,2023-12-26,2,87.41,174.82,India,Loyal_High_Value
10025,700265,2023-12-20,3,112.6,337.8,India,Loyal_High_Value
10025,700266,2023-12-15,3,73.11,219.33,India,Loyal_High_Value
10025,700267,2023-12-05,2,56.46,112.92,India,Loyal_High_Value
10025,700268,2023-12-17,2,98.14,196.28,India,Loyal_High_Value
10025,700269,2023-12-08,3,60.99,182.97,India,Loyal_High_Value
10025,700270,2023-12-16,2,50.18,100.36,India,Loyal_High_Value
10025,700271,2023-12-28,2,55.92,111.84,India,Loyal_High_Value
10025,700272,2023-12-29,2,119.04,238.08,India,Loyal_High_Value
10025,700273,2023-12-17,4,114.68,458.72,India,Loyal_High_Value
10025,700274,2023-12-18,3,103.2,309.6,India,Loyal_High_Value
10025,700275,2023-12-18,3,102.32,306.96,India,Loyal_High_Value
10026,700276,2023-12-05,4,99.93,399.72,India,Loyal_High_Value
10026,700277,2023-12-17,4,85.82,343.28,India,Loyal_High_Value
10026,700278,2023-12-17,2,110.71,221.42,India,Loyal_High_Value
10026,700279,2023-12-26,4,77.8,311.2,India,Loyal_High_Value
10026,700280,2023-12-07,4,76.41,305.64,India,Loyal_High_Value
10026,700281,2023-12-22,4,72.55,290.2,India,Loyal_High_Value
10026,700282,2023-12-25,3,72.92,218.76,India,Loyal_High_Value
10026,700283,2023-12-20,2,112.34,224.68,India,Loyal_High_Value
10026,700284,2023-12-12,2,97.54,195.08,India,Loyal_High_Value
10026,700285,2023-12-29,2,84.89,169.78,India,Loyal_High_Value
10026,700286,2023-12-17,4,101.58,406.32,India,Loyal_High_Value
10026,700287,2023-12-17,2,89.51,179.02,India,Loyal_High_Value
10026,700288,2023-12-22,2,73.62,147.24,India,Loyal_High_Value
10027,700289,2023-12-06,3,67.1,201.3,India,Loyal_High_Value
10027,700290,2023-12-05,2,73.12,146.24,India,Loyal_High_Value
10027,700291,2023-12-07,2,50.53,101.06,India,Loyal_High_Value
10027,700292,2023-12-11,3,75.57,226.71,India,Loyal_High_Value
10027,700293,2023-12-16,3,63.06,189.18,India,Loyal_High_Value
10027,700294,2023-12-08,4,108.96,435.84,India,Loyal_High_Value
10027,700295,2023-12-29,4,51.28,205.12,India,Loyal_High_Value
10027,700296,2023-12-27,4,112.76,451.04,India,Loyal_High_Value
10027,700297,2023-12-12,4,110.59,442.36,India,Loyal_High_Value
10027,700298,2023-12-26,3,68.05,204.15,India,Loyal_High_Value
10027,700299,2023-12-08,3,96.81,290.43,India,Loyal_High_Value
10028,700300,2023-12-30,4,87.45,349.8,India,Loyal_High_Value
10028,700301,2023-12-06,4,108.7,434.8,India,Loyal_High_Value
10028,700302,2023-12-27,3,117.76,353.28,India,Loyal_High_Value
10028,700303,2023-12-28,4,63.97,255.88,India,Loyal_High_Value
10028,700304,2023-12-12,2,87.09,174.18,India,Loyal_High_Value
10028,700305,2023-12-31,3,103.74,311.22,India,Loyal_High_Value
10028,700306,2023-12-26,2,85.43,170.86,India,Loyal_High_Value
10028,700307,2023-12-28,2,87.28,174.56,India,Loyal_High_Value
10029,700308,2023-12-26,3,81.8,245.4,India,Loyal_High_Value
10029,700309,2023-12-27,4,88.42,353.68,India,Loyal_High_Value
10029,700310,2023-12-30,2,97.92,195.84,India,Loyal_High_Value
10029,700311,2023-12-12,2,59.72,119.44,India,Loyal_High_Value
10029,700312,2023-12-23,2,58.17,116.34,India,Loyal_High_Value
10029,700313,2023-12-17,3,78.83,236.49,India,Loyal_High_Value
10029,700314,2023-12-15,2,108.14,216.28,India,Loyal_High_Value
10029,700315,2023-12-20,3,58.7,176.1,India,Loyal_High_Value
10030,700316,2023-12-23,3,62.69,188.07,India,Loyal_High_Value
10030,700317,2023-12-29,2,101.88,203.76,India,Loyal_High_Value
10030,700318,2023-12-10,2,59.78,119.56,India,Loyal_High_Value
10030,700319,2023-12-23,2,64.11,128.22,India,Loyal_High_Value
10030,700320,2023-12-29,2,63.05,126.1,India,Loyal_High_Value
10030,700321,2023-12-13,4,94.36,377.44,India,Loyal_High_Value
10030,700322,2023-12-28,2,111.4,222.8,India,Loyal_High_Value
10030,700323,2023-12-07,3,107.16,321.48,India,Loyal_High_Value
10030,700324,2023-12-25,3,112.98,338.94,India,Loyal_High_Value
10030,700325,2023-12-03,3,87.78,263.34,India,Loyal_High_Value
10031,700326,2023-12-17,2,66.25,132.5,India,Loyal_High_Value
10031,700327,2023-12-31,4,76.87,307.48,India,Loyal_High_Value
10031,700328,2023-12-18,2,113.45,226.9,India,Loyal_High_Value
10031,700329,2023-12-13,4,58.18,232.72,India,Loyal_High_Value
10031,700330,2023-12-26,4,93.94,375.76,India,Loyal_High_Value
10031,700331,2023-12-24,3,59.75,179.25,India,Loyal_High_Value
10031,700332,2023-12-17,4,93.41,373.64,India,Loyal_High_Value
10031,700333,2023-12-12,3,112.57,337.71,India,Loyal_High_Value
10031,700334,2023-12-28,2,60.62,121.24,India,Loyal_High_Value
10031,700335,2023-12-31,2,67.39,134.78,India,Loyal_High_Value
10031,700336,2023-12-09,2,52.35,104.7,India,Loyal_High_Value
10031,700337,2023-12-10,3,103.37,310.11,India,Loyal_High_Value
10031,700338,2023-12-05,3,73.95,221.85,India,Loyal_High_Value
10031,700339,2023-12-26,2,57.74,115.48,India,Loyal_High_Value
10032,700340,2023-12-19,4,105.81,423.24,India,Loyal_High_Value
10032,700341,2023-12-27,2,66.05,132.1,India,Loyal_High_Value
10032,700342,2023-12-20,2,100.4,200.8,India,Loyal_High_Value
10032,700343,2023-12-13,4,89.59,358.36,India,Loyal_High_Value
10032,700344,2023-12-06,4,91.93,367.72,India,Loyal_High_Value
10032,700345,2023-12-12,4,117.14,468.56,India,Loyal_High_Value
10032,700346,2023-12-24,3,65.91,197.73,India,Loyal_High_Value
10032,700347,2023-12-09,4,70.16,280.64,India,Loyal_High_Value
10032,700348,2023-12-21,3,91.04,273.12,India,Loyal_High_Value
10032,700349,2023-12-14,2,67.92,135.84,India,Loyal_High_Value
10032,700350,2023-12-24,4,115.25,461.0,India,Loyal_High_Value
10033,700351,2023-12-16,2,114.57,229.14,India,Loyal_High_Value
10033,700352,2023-12-24,4,60.68,242.72,India,Loyal_High_Value
10033,700353,2023-12-04,4,92.47,369.88,India,Loyal_High_Value
10033,700354,2023-12-10,4,101.55,406.2,India,Loyal_High_Value
10033,700355,2023-12-24,2,114.79,229.58,India,Loyal_High_Value
10033,700356,2023-12-09,2,57.93,115.86,India,Loyal_High_Value
10033,700357,2023-12-11,3,108.72,326.16,India,Loyal_High_Value
10033,700358,2023-12-10,4,114.46,457.84,India,Loyal_High_Value
10033,700359,2023-12-10,4,65.92,263.68,India,Loyal_High_Value
10033,700360,2023-12-17,2,76.55,153.1,India,Loyal_High_Value
10033,700361,2023-12-11,2,64.39,128.78,India,Loyal_High_Value
10034,700362,2023-12-11,3,73.34,220.02,India,Loyal_High_Value
10034,700363,2023-12-12,2,110.45,220.9,India,Loyal_High_Value
10034,700364,2023-12-26,3,82.6,247.8,India,Loyal_High_Value
10034,700365,2023-12-05,3,114.29,342.87,India,Loyal_High_Value
10034,700366,2023-12-21,4,81.67,326.68,India,Loyal_High_Value
10034,700367,2023-12-13,3,62.35,187.05,India,Loyal_High_Value
10034,700368,2023-12-25,3,52.37,157.11,India,Loyal_High_Value
10034,700369,2023-12-31,2,104.63,209.26,India,Loyal_High_Value
10035,700370,2023-12-10,3,50.92,152.76,India,Loyal_High_Value
10035,700371,2023-12-11,2,62.46,124.92,India,Loyal_High_Value
10035,700372,2023-12-12,2,60.41,120.82,India,Loyal_High_Value
10035,700373,2023-12-10,3,55.97,167.91,India,Loyal_High_Value
10035,700374,2023-12-03,2,70.97,141.94,India,Loyal_High_Value
10035,700375,2023-12-19,3,102.5,307.5,India,Loyal_High_Value
10035,700376,2023-12-05,4,74.46,297.84,India,Loyal_High_Value
10035,700377,2023-12-03,2,52.56,105.12,India,Loyal_High_Value
10035,700378,2023-12-16,4,54.6,218.4,India,Loyal_High_Value
10035,700379,2023-12-18,4,81.73,326.92,India,Loyal_High_Value
10036,700380,2023-12-10,2,78.05,156.1,India,Loyal_High_Value
10036,700381,2023-12-26,4,60.87,243.48,India,Loyal_High_Value
10036,700382,2023-12-31,2,55.29,110.58,India,Loyal_High_Value
10036,700383,2023-12-29,3,68.95,206.85,India,Loyal_High_Value
10036,700384,2023-12-18,3,78.61,235.83,India,Loyal_High_Value
10036,700385,2023-12-09,4,60.93,243.72,India,Loyal_High_Value
10036,700386,2023-12-14,4,96.12,384.48,India,Loyal_High_Value
10036,700387,2023-12-31,2,65.54,131.08,India,Loyal_High_Value
10036,700388,2023-12-08,4,97.03,388.12,India,Loyal_High_Value
10037,700389,2023-12-24,3,73.75,221.25,India,Loyal_High_Value
10037,700390,2023-12-27,4,112.12,448.48,India,Loyal_High_Value
10037,700391,2023-12-04,4,100.46,401.84,India,Loyal_High_Value
10037,700392,2023-12-29,3,92.22,276.66,India,Loyal_High_Value
10037,700393,2023-12-18,4,117.39,469.56,India,Loyal_High_Value
10037,700394,2023-12-12,2,59.88,119.76,India,Loyal_High_Value
10037,700395,2023-12-18,4,72.68,290.72,India,Loyal_High_Value
10037,700396,2023-12-14,4,94.33,377.32,India,Loyal_High_Value
